סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
306,שדמות דבורה,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,687,684,673,3,אשכול רשויות הכנרת והעמקים    
3578,שדמות מחולה,יהודה והשומרון,,מושבים שיתופיים,ערבות הירדן,,665,665,663,-,אשכול יהודה ושומרון           
1031,שדרות,הדרום,אשקלון,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור אשקלון,"29,075","28,895","27,163",180,אשכול רשויות נגב מערבי        
741,שואבה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,613,613,606,-,
761,שובה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,704,704,703,-,אשכול רשויות נגב מערבי        
394,שובל,הדרום,באר שבע,קיבוצים,בני שמעון,אזור גרר,846,846,800,-,אשכול רשויות נגב מערבי        
1304,שוהם,המרכז,רמלה,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,אזור רמלה,"21,014","21,012","20,831",2,
614,שומרה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,367,364,360,3,אשכול רשויות גליל מערבי       
1265,שומרייה,הדרום,באר שבע,קיבוצים,בני שמעון,אזור באר שבע,836,836,836,-,אשכול רשויות נגב מערבי        
415,שוקדה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,606,606,599,-,אשכול רשויות נגב מערבי        
456,שורש,ירושלים,ירושלים,מושבים שיתופיים,מטה יהודה,הרי יהודה,"1,215","1,209","1,164",6,
1235,שורשים,הצפון,עכו,מושבים שיתופיים,משגב,אזור כרמיאל,542,542,536,-,אשכול רשויות בית הכרם הגלילי  
224,שושנת העמקים,המרכז,השרון,יישובים כפריים אחרים יהודיים,עמק חפר,מערב השרון,490,490,481,-,
527,שזור,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מרום הגליל,אזור כרמיאל,326,326,321,-,אשכול רשויות גליל מזרחי       
7,שחר,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,895,895,884,-,
1266,שחרות,הדרום,באר שבע,יישובים קהילתיים,חבל אילות,הר הנגב הדרומי,172,172,155,-,אשכול רשויות נגב מזרחי        
865,שיבולים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,286,286,285,-,אשכול רשויות נגב מערבי        
1267,שיטים,הדרום,באר שבע,מקום,חבל אילות,הר הנגב הדרומי,-,-,-,-,
658,שייח' דנון,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מטה אשר,אזור יחיעם,"2,944",1,-,"2,943",אשכול רשויות גליל מערבי       
3641,שילה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"4,483","4,483","4,482",-,אשכול יהודה ושומרון           
1165,שילת,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור מודיעין,787,787,769,-,
1160,שכניה,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,802,802,793,-,אשכול רשויות בית הכרם הגלילי  
873,שלווה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,547,547,539,-,
1373,שלווה במדבר,הדרום,באר שבע,מקום,רמת נגב,הר הנגב הצפוני,-,-,-,-,אשכול רשויות נגב מזרחי        
439,שלוחות,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,428,428,428,-,אשכול רשויות הכנרת והעמקים    
812,שלומי,הצפון,עכו,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור נהרייה,"6,754","6,658","6,131",96,אשכול רשויות גליל מערבי       
1364,שלומית,הדרום,באר שבע,יישובים קהילתיים,אשכול,אזור בשור,394,394,393,-,אשכול רשויות נגב מערבי        
1793,שלומציון,יהודה והשומרון,,מוקד תעסוקה,ערבות הירדן,,-,-,-,-,אשכול יהודה ושומרון           
366,שמיר,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,923,923,870,-,אשכול רשויות גליל מזרחי       
3784,שמעה,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,812,812,808,-,
432,שמרת,הצפון,עכו,קיבוצים,מטה אשר,אזור עכו,640,640,630,-,אשכול רשויות גליל מערבי       
1337,שמשית,הצפון,יזרעאל,יישובים יהודיים 4999-2000 תושבים,עמק יזרעאל,הרי נצרת-תירען,"2,517","2,515","2,503",2,אשכול רשויות הגליל והעמקים    
1287,שני,הדרום,באר שבע,יישובים קהילתיים,,אזור באר שבע,548,548,465,-,
1132,שניר,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,609,608,598,1,אשכול רשויות גליל מזרחי       
538,שעב,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור שפרעם,"7,228",2,1,"7,226",
4009,שעל,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן צפוני,306,306,295,-,אשכול רשויות גליל מזרחי       
856,שעלבים,המרכז,רמלה,קיבוצים,גזר,אזור מודיעין,"1,909","1,909","1,906",-,
661,שער אפרים,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מזרח השרון,"1,920","1,917","1,894",3,אשכול רשויות השרון            
264,שער הגולן,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,541,541,524,-,אשכול רשויות הכנרת והעמקים    
237,שער העמקים,חיפה,חיפה,קיבוצים,זבולון,אזור חיפה,763,763,729,-,אשכול רשויות המפרץ            
921,שער מנשה,חיפה,חדרה,יישובים מוסדיים יהודיים,מנשה,אזור חדרה,527,478,462,49,
3720,שערי תקווה,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,שומרון,,"6,056","6,052","5,875",4,
232,שפיים,המרכז,השרון,קיבוצים,חוף השרון,מערב השרון,"1,328","1,327","1,307",1,
692,שפיר,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור מלאכי,924,924,915,-,
846,שפר,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,442,441,434,1,אשכול רשויות גליל מזרחי       
8800,שפרעם,הצפון,עכו,יישובים לא יהודיים 49999-20000 תושבים,עירייה,אזור שפרעם,"42,510",171,116,"42,339",אשכול רשויות המפרץ            
3649,שקד,יהודה והשומרון,יהודה ושומרון,יישובים קהילתיים,שומרון,,"1,018","1,018",982,-,
1233,שקף,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,570,570,562,-,
292,שרונה,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,573,573,562,-,אשכול רשויות הכנרת והעמקים    
1114,שריגים (לי-און),ירושלים,ירושלים,יישובים כפריים אחרים יהודיים,מטה יהודה,שפלת יהודה,"1,062","1,060","1,026",2,
126,שריד,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,899,899,872,-,אשכול רשויות הגליל והעמקים    
398,שרשרת,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,335,335,335,-,אשכול רשויות נגב מערבי        
1045,שתולה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,286,286,281,-,אשכול רשויות גליל מערבי       
763,שתולים,הדרום,אשקלון,מושבים 4999-2000 תושבים,באר טוביה,אזור מלאכי,"2,091","2,091","2,067",-,אשכול רשויות שורק דרומי       
2062,תאשור,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור גרר,436,436,426,-,אשכול רשויות נגב מערבי        
2061,תדהר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור גרר,677,677,669,-,אשכול רשויות נגב מערבי        
1172,תובל,הצפון,עכו,קיבוצים,משגב,אזור יחיעם,315,313,293,2,אשכול רשויות בית הכרם הגלילי  
3558,תומר,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,287,287,285,-,אשכול יהודה ושומרון           
1083,תושייה,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,שדות נגב,אזור גרר,842,842,841,-,אשכול רשויות נגב מערבי        
163,תימורים,הדרום,אשקלון,מושבים שיתופיים,באר טוביה,אזור מלאכי,762,762,755,-,אשכול רשויות שורק דרומי       
10,תירוש,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,457,457,454,-,
5000,תל אביב -יפו,תל אביב,תל אביב,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור תל אביב,"463,808","442,228","416,824","21,580",
1707,תל חי (מכללה),הצפון,צפת,מוקד תעסוקה,הגליל העליון,עמק חולה,-,-,-,-,אשכול רשויות גליל מזרחי       
84,תל יוסף,הצפון,יזרעאל,קיבוצים,הגלבוע,עמק חרוד,559,559,548,-,אשכול רשויות הגליל והעמקים    
287,תל יצחק,המרכז,השרון,קיבוצים,חוף השרון,מערב השרון,803,798,787,5,
154,תל מונד,המרכז,השרון,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,מערב השרון,"13,493","13,489","13,327",4,אשכול רשויות השרון            
103,תל עדשים,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,"1,501","1,491","1,467",10,אשכול רשויות הגליל והעמקים    
719,תל קציר,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,462,462,441,-,אשכול רשויות הכנרת והעמקים    
1054,תל שבע,הדרום,באר שבע,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,אזור באר שבע,"21,554",37,17,"21,517",
1283,תל תאומים,הצפון,יזרעאל,יישובים קהילתיים,עמק המעיינות,עמק בית שאן,606,606,606,-,אשכול רשויות הכנרת והעמקים    
3719,תלם,יהודה והשומרון,,מושבים שיתופיים,הר חברון,,478,478,476,-,
1051,תלמי אליהו,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,321,321,319,-,אשכול רשויות נגב מערבי        
2003,תלמי אלעזר,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,מנשה,אזור חדרה,964,964,950,-,
2050,"תלמי ביל""ו",הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,528,528,526,-,אשכול רשויות נגב מערבי        
